time,open,high,low,close
2021-09-12 21:00:00,1788.62,1789.46,1787.0,1788.55
2021-09-12 22:00:00,1788.53,1788.64,1787.01,1787.42
2021-09-12 23:00:00,1787.35,1787.67,1786.0,1787.16
2021-09-13 00:00:00,1787.13,1790.05,1783.67,1788.48
2021-09-13 01:00:00,1788.45,1790.36,1788.08,1790.05
2021-09-13 02:00:00,1790.06,1792.61,1789.97,1792.39
2021-09-13 03:00:00,1792.39,1792.44,1790.81,1791.02
2021-09-13 04:00:00,1791.04,1793.38,1790.29,1793.09
2021-09-13 05:00:00,1793.09,1793.69,1788.15,1788.62
2021-09-13 06:00:00,1788.62,1790.52,1787.0,1789.99
2021-09-13 07:00:00,1789.95,1791.33,1788.94,1790.9
2021-09-13 08:00:00,1790.91,1791.38,1787.8,1790.12
2021-09-13 09:00:00,1790.1,1790.39,1787.69,1788.06
2021-09-13 10:00:00,1788.03,1790.39,1787.95,1789.91
2021-09-13 11:00:00,1789.98,1791.76,1785.68,1785.93
2021-09-13 12:00:00,1785.93,1794.38,1785.21,1793.97
2021-09-13 13:00:00,1793.97,1798.4,1793.08,1796.17
2021-09-13 14:00:00,1796.17,1796.3,1794.01,1795.32
2021-09-13 15:00:00,1795.46,1795.67,1792.95,1793.77
2021-09-13 16:00:00,1793.75,1794.03,1791.05,1792.08
2021-09-13 17:00:00,1792.08,1793.25,1791.73,1792.54
2021-09-13 18:00:00,1792.53,1793.63,1792.34,1793.26
2021-09-13 19:00:00,1793.24,1793.62,1792.99,1793.48
2021-09-13 21:00:00,1793.12,1793.65,1792.81,1792.92
2021-09-13 22:00:00,1792.91,1793.2,1792.53,1793.05
2021-09-13 23:00:00,1793.05,1793.29,1790.94,1791.27
2021-09-14 00:00:00,1791.25,1791.98,1789.74,1790.87
2021-09-14 01:00:00,1790.86,1792.99,1790.11,1791.48
2021-09-14 02:00:00,1791.5,1791.68,1790.06,1791.06
2021-09-14 03:00:00,1791.06,1792.1,1790.66,1790.91
